,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Seating_Capacity,Type,Wheelbase,Boot_Space,Ventilation_System,ABS_(Anti-lock_Braking_System),Gross_Vehicle_Weight,Number_of_Airbags
784,Volvo,S60 Cross Country,D4,"Rs. 44,26,500",2400 cc,5,AWD (All Wheel Drive),BS IV,67 litres,Diesel,1539 mm,4637 mm,2097 mm,"Sedan, Crossover",15.6 km/litre,19.6 km/litre,19.6 km/litre,,1776 kg,6,201 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,190PS@4000rpm,420Nm@1500-3000rpm,4,Automatic,2774 mm,380 litres,Fully automatic climate control,Yes,,6
785,Audi,Q5,35 Tdi Premium Plus,"Rs. 50,21,200",1968 cc,4,FWD (Front Wheel Drive),BS IV,64 litres,Diesel,1608 mm,4388 mm,1831 mm,SUV,12 km/litre,,16.9 km/litre,,1585 kg,7,170 mm,Ventilated Disc,Ventilated Disc,Electric Power,190PS@3800-4000rpm,400Nm@1750-2500rpm,5,Automatic,2603 mm,460 litres,3 Zone climate control,Yes,2185 kg,8
786,Audi,Q5,35 Tdi Technology,"Rs. 56,21,200",1968 cc,4,AWD (All Wheel Drive),BS IV,64 litres,Diesel,1608 mm,4388 mm,1831 mm,SUV,12 km/litre,,15.73 km/litre,,1585 kg,7,170 mm,Ventilated Disc,Ventilated Disc,Electric Power,190PS@3800-4000rpm,400Nm@1750-2500rpm,5,Automatic,2603 mm,460 litres,3 Zone climate control,Yes,2185 kg,8
787,Audi,Q5,45 Tfsi Premium Plus,"Rs. 50,21,200",1984 cc,6,AWD (All Wheel Drive),BS IV,70 litres,Petrol,1659 mm,4663 mm,1898 mm,SUV,,,12.44 km/litre,,1955 kg,7,200 mm,Ventilated Disc,Ventilated Disc,Electric Power,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,5,Automatic,2807 mm,550 litres,Fully automatic climate control,Yes,2205 kg,8
788,Audi,Q5,45 Tfsi Technology,"Rs. 56,21,200",1984 cc,6,AWD (All Wheel Drive),BS IV,70 litres,Petrol,1659 mm,4663 mm,1898 mm,SUV,,,12.44 km/litre,,1955 kg,7,200 mm,Ventilated Disc,Ventilated Disc,Electric Power,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,5,Automatic,2807 mm,550 litres,Fully automatic climate control,Yes,2205 kg,8
789,Land Rover Rover,Range Evoque,S,"Rs. 54,94,000",1999 cc,4,AWD (All Wheel Drive),BS 6,,Diesel,1649 mm,4371 mm,1996 mm,SUV,,,15.6 km/litre,,1915 kg,9,210 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,179PS@4000rpm,430NM@1750-2500rpm,5,Automatic,2681 mm,,2 Zone Climate Control,Yes,2450 kg,6
790,Land Rover Rover,Range Evoque,Se R-Dynamic,"Rs. 59,85,000",1999 cc,4,AWD (All Wheel Drive),BS 6,,Diesel,1649 mm,4371 mm,1996 mm,SUV,,,15.6 km/litre,,1915 kg,9,210 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,179PS@4000rpm,430NM@1750-2500rpm,5,Automatic,2681 mm,,2 Zone Climate Control,Yes,2450 kg,6
791,Land Rover Rover,Range Evoque,S Petrol,"Rs. 54,94,000",1997 cc,4,AWD (All Wheel Drive),BS 6,,Petrol,1649 mm,4371 mm,1996 mm,SUV,,,,,1929 kg,9,210 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,245PS@5500rpm,365Nm@1500-4500rpm,5,Automatic,2681 mm,,2 Zone Climate Control,Yes,2430 kg,6
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,"Rs. 59,85,000",1997 cc,4,AWD (All Wheel Drive),BS 6,,Petrol,1649 mm,4371 mm,1996 mm,SUV,,,,,1929 kg,9,210 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,245PS@5500rpm,365Nm@1500-4500rpm,5,Automatic,2681 mm,,2 Zone Climate Control,Yes,2430 kg,6
793,,Mercedes-Benz E-Class,E200,"Rs. 58,61,062",1991 cc,4,RWD (Rear Wheel Drive),BS IV,80 litres,Petrol,1494 mm,5063 mm,1860 mm,Sedan,8.5 km/litre,12 km/litre,12 km/litre,,,,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,184PS@5500rpm,300Nm@1200-4000rpm,5,Automatic,3079 mm,540 litres,3 Zone climate control,Yes,,7
794,,Mercedes-Benz E-Class,E350 D,"Rs. 72,85,332",2987 cc,6,RWD (Rear Wheel Drive),BS IV,80 litres,Diesel,1494 mm,5063 mm,1860 mm,Sedan,7.45 km/litre,,142 km/litre,,,,155 mm,Ventilated Disc,Ventilated Disc,Electric Power,268.7PS@3800rpm,620Nm@1600rpm,5,Automatic,3079 mm,540 litres,3 Zone climate control,Yes,,7
795,,Mercedes-Benz E-Class,E220D,"Rs. 59,64,321",2987 cc,6,RWD (Rear Wheel Drive),BS IV,80 litres,Diesel,1494 mm,5063 mm,1860 mm,Sedan,,,142 km/litre,,,,155 mm,Ventilated Disc,Ventilated Disc,Electric Power,268.7PS@3800rpm,620Nm@1600rpm,5,Automatic,3079 mm,540 litres,3 Zone climate control,Yes,,7
